Program Acronym,Program Full Name,User Facility Acronym,User Facility Full Name,User Facility Host Institution Acronym,User Facility Host Institution Name,Project/Experiment Title,Project/Experiment Type,Home Institution Name,Home Institution City,Home Institution State/Province/Territory,Home Institution Country,Industry?,Home Institution Type
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Testing and software development for a continuous rotation  in situ electron tomography specimen holder,Non-Proprietary,"Zonexus, LLC",Pinole,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Characterization and Optimization of Enzyme-Stabilizing Polymers that Enhance the Compostability of Bioplastics,Non-Proprietary,Intropic Materials Corporation,Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,High Efficient and Affordable Fiber to Chip Coupling Method for Quantum Optics Devics,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,High resolution patterning on thin suspended membranes for precise light control from visible to X-ray range,Proprietary,Substrate Inc.,San Francisco,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,"High resolution patterning on thin suspended membranes for precise control of fluid, electron, and photon flow",Proprietary,Substrate Inc.,San Francisco,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,"Expression, purification and analytical assessment of enzymatic depolymerization of micronized PET",Non-Proprietary,"Rhea's Factory, Inc.",Berkeley,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Low-cost and green nanotechnology toward the synthesis of oriented LiMn2O4 and LiMn1.5Ni0.5O4 nanomaterials for rechargeable batteries,Non-Proprietary,"Sylvatex, Inc.",Berkeley,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Low-cost and green nanotechnology toward the synthesis of oriented LiMn2O4 and LiMn1.5Ni0.5O4 nanomaterials for rechargeable batteries,Non-Proprietary,"Sylvatex, Inc.",Berkeley,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Fundamental understanding and optimization of phosphorus-based anode active materials in solid state sodium-ion batteries,Non-Proprietary,"PowerNaP Energy, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Biorenewable Circularity in Polydiketoenamine Plastics,Non-Proprietary,"Cypris Materials, Inc.",Berkeley,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Low-cost and green nanotechnology toward the synthesis of oriented LiMn2O4 and LiMn1.5Ni0.5O4 nanomaterials for rechargeable batteries,Non-Proprietary,"Sylvatex, Inc.",Berkeley,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Low-cost and green nanotechnology toward the synthesis of oriented LiMn2O4 and LiMn1.5Ni0.5O4 nanomaterials for rechargeable batteries,Non-Proprietary,"Sylvatex, Inc.",Berkeley,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Precision Leaching of Critical Metals from Solids,Non-Proprietary,Sunchem LLC,Concord,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,A Direct Probe of Altermagnetism,Non-Proprietary,Electron Optica,Palo Alto,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,A Direct Probe of Altermagnetism,Non-Proprietary,Electron Optica,Palo Alto,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Continuous Flow Synthesis of Porous Crystalline Materials,Non-Proprietary,Sunchem LLC,Concord,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Precision Leaching of Critical Metals from Solids,Non-Proprietary,Sunchem LLC,Concord,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Using lasers to deposit base metal electrodes on silicon solar cells (Part II),Non-Proprietary,Specksnyder Labs LLC,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Coated aluminum foils for batteries and solar cells,Proprietary,Aluminio Inc.,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Corrosion resistant foils for solar and battery applications,Non-Proprietary,Specksnyder Labs LLC,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Synthesis and molecular characterization of conformational enantiomers of constrained macrocyclized peptidomimetics,Non-Proprietary,Trilo Therapeutics,Belmont,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,"Air-stable, electrically conductive, ceramic-based material for high-temperature power-to-heat thermal storage",Non-Proprietary,"Calectra, Inc.",Oakland,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Development of Ultra-High Refractive Index Materials for Nanoimprinting and Direct Nanopatterning,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,DNA strand separation in a microfluidics device.,Non-Proprietary,Micromole Inc.,Redwood City,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Development and Fundamental Understanding of Phosphorus-Based High Energy Density Anode Materials for Sodium-Ion Batteries,Non-Proprietary,"PowerNaP Energy, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Laser furnace to convert iron oxides into iron metal without any CO2 emissions,Non-Proprietary,Limelight Steel Inc.,Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Laser furnace to convert iron ores into iron metal without any CO2 emissions,Non-Proprietary,Limelight Steel Inc.,Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Peptoids as Critical Biopreservation Tools in Organ Transplantation,Non-Proprietary,X-Therma Inc.,Hercules,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,DNA strand separation in a microfluidics device.,Non-Proprietary,Micromole Inc.,Redwood City,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,DNA strand separation in a microfluidics device.,Non-Proprietary,Micromole Inc.,Redwood City,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,STM full DNA sequencing,Non-Proprietary,Micromole Inc.,Redwood City,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Characterization of Peptoid-based Lipid Nanoparticles with Single Particle Fluorescence Microscopy,Non-Proprietary,Nutcracker Therapeutics,Emeryville,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,"Air-stable, electrically conductive, ceramic-based material for high-temperature power-to-heat thermal storage",Non-Proprietary,"Calectra, Inc.",Oakland,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Structural dynamics of gene delivery vehicles by individual particle electron tomography,Non-Proprietary,Ultragenyx Pharmaceutical Inc.,Woburn,MA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,PEBL: procedural electron beam lithography,Non-Proprietary,"Magic Leap, Inc.",Sunnyvale,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Testing and software development for a continuous rotation  in situ electron tomography specimen holder,Non-Proprietary,"Zonexus, LLC",Pinole,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,High Efficient and Affordable Fiber to Chip Coupling Method for Quantum Optics Devics,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Binary Pseudo-random Test Samples for Instrument Transfer Function (IT) Calibration of Nano-resolution Microscopes and Data Reconstruction,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Development of Ultra-High Refractive Index Materials for Nanoimprinting and Direct Nanopatterning,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Durable Anti-reflection and Water Repellent Surface Coating by Nanoimprint Lithography,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,"Binary Pseudo Random Array (BPRA) Standards, Protocol, and Software for EUV Lithography Tool Enhancement",Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,High Efficient and Affordable Fiber to Chip Coupling Method for Quantum Optics Devics,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Bi-layer Moth Eye Anti-reflection Technology for High Refractive Index Substrates Using Nanoimprint Lithography,Non-Proprietary,"HighRI Optics, Inc.",Oakland,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Crystallization kinetics of biodegradable polymer materials produced from various feedstocks,Non-Proprietary,"Mango Materials, Inc.",Oakland,CA,United States,Yes,Small Business
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Using lasers to deposit base metal electrodes on silicon solar cells (Part II),Non-Proprietary,Specksnyder Labs LLC,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Coated aluminum foils for batteries and solar cells,Proprietary,Aluminio Inc.,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Corrosion resistant foils for solar and battery applications,Non-Proprietary,Specksnyder Labs LLC,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Decoding Hierarchical Assembly of Crystalline Peptoids : Geometric Deep Learning for Nano-Assembly of Peptoid Structures,Non-Proprietary,MachinaMinds LLC,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Decoding Hierarchical Assembly of Crystalline Peptoids: Geometric Deep Learning for Nano-Assembly of Peptoid Structures,Non-Proprietary,MachinaMinds LLC,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,DNA strand separation in a microfluidics device.,Non-Proprietary,Micromole Inc.,Redwood City,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Using lasers to deposit base metal electrodes on silicon solar cells (Part II),Non-Proprietary,Specksnyder Labs LLC,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Coated aluminum foils for batteries and solar cells,Proprietary,Aluminio Inc.,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Corrosion resistant foils for solar and battery applications,Non-Proprietary,Specksnyder Labs LLC,San Carlos,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Peptoids as Critical Biopreservation Tools in Organ Transplantation,Non-Proprietary,X-Therma Inc.,Hercules,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,TMF,The Molecular Foundry,LBNL,Lawrence Berkeley National Laboratory,Peptoids as Critical Biopreservation Tools in Organ Transplantation,Non-Proprietary,X-Therma Inc.,Hercules,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Evolution of Lignosulfonate Structure in Lead Acid Battery Electrodes,Non-Proprietary,Borregaard AS,Sarpsborg,Østfold,Norway,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Unravelling the Local Structure of the Li-bearing Clays,Non-Proprietary,Schlumberger (SLB),Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Evolution of Lignosulfonate Structure in Lead Acid Battery Electrodes,Non-Proprietary,Borregaard AS,Sarpsborg,Østfold,Norway,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Phase III Fe/Si reflectivity - Industrial Applications Program,Non-Proprietary,Phase III Physics LLC,Los Angeles,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Determination of B positions in B-MFI by 10B/11B isomorphous replacement,Non-Proprietary,Poly Crystallography Inc,Naperville,IL,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Microstructural Stress Partitioning in AM Aluminum,Non-Proprietary,Sandia Corporation,Livermore,CA,United States,Yes,For-Profit Organization (Other than Small Business)
BES,Basic Energy Sciences,SNS,Spallation Neutron Source,ORNL,Oak Ridge National Laboratory,Soft confinement and water dynamics in amorphous sugars and polyalcohols at sub-zero temperatures,Non-Proprietary,AbbVie,North Chicago,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Ab-initio Nuclear Structure and Nuclear Reactions,Non-Proprietary,"Value Added Solutions, Inc.",Aiken,SC,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,"Value Added Solutions, Inc.",Aiken,SC,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Getting Started,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High-Throughput Calculation of Materials Properties at Finite Temperature,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Towards Predictive Simulations of Functional and Quantum Materials,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Effects of High accuracy Methods on the torsion of Biomolecules,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extending Moore's Law computing with Quantum Monte Carlo,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High-Accuracy Quantum Simulations in Cancer Therapy Using Exascale Computing,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Training,Non-Proprietary,"ALPEMI Consulting, LLC",Phoenix,AZ,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Data Science and Workflows Allocation for Collaborators,Non-Proprietary,"ALPEMI Consulting, LLC",Phoenix,AZ,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing Instructors,Non-Proprietary,"Perforce Software, Inc.",Minneapolis,MN,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extending Moore's Law computing with Quantum Monte Carlo,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High-Accuracy Quantum Simulations in Cancer Therapy Using Exascale Computing,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Energy Exascale Earth System Model,Non-Proprietary,"ParaTools, Inc.",Eugene,OR,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Deploying the ECP SDK software stack at ALCF,Non-Proprietary,"ParaTools, Inc.",Eugene,OR,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,"ParaTools, Inc.",Eugene,OR,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Training,Non-Proprietary,"Value Added Solutions, Inc.",Aiken,SC,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Data Science and Workflows Allocation for Collaborators,Non-Proprietary,"Value Added Solutions, Inc.",Aiken,SC,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,"Value Added Solutions, Inc.",Aiken,SC,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,MPICH - A high performance and widely portable MPI implementation,Non-Proprietary,"Value Added Solutions, Inc.",Aiken,SC,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Towards Exascale Simulations of Transportation and Power Generation Applications,Non-Proprietary,"Cascade Technologies, Inc.",Palo Alto,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Computational modeling of cost-effective carbon capture technologies on industrial gas turbines to reduce CO2 emission,Non-Proprietary,"Cascade Technologies, Inc.",Palo Alto,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing 2025,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing Instructors,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,MOAB Algorithmic Performance Portability,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extreme Scale Unstructured Adaptive CFD: From Multiphase Flow to Aerodynamic Flow Control,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Training,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Data Analytics and Machine Learning for Exascale CFD,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,System software to enable data-intensive science,Non-Proprietary,The HDF Group,Champaign,IL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,System software to enable data-intensive science,Non-Proprietary,Hewlett-Packard Company,San Jose,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Integrated and detailed simulation of combustor and turbine interaction in a jet engine.,Non-Proprietary,General Electric Company (GE),Sunny Isles Beach,FL,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Turbulence Database for Fusion Energy Science,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Many-Body Perturbation Theory Meets Machine Learning to Discover Singlet Fission Materials (matml_aesp),Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Many-Body Perturbation Theory Meets Machine Learning to Discover Singlet Fission Materials (matml_aesp_CNDA),Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Energy Exascale Earth System Model,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Input Data for the Energy Exascale Earth System Model,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,"NWChemEx: Tackling Chemical, Materials & Biochemical Challenges in the Exascale Era",Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Towards Predictive Simulations of Functional and Quantum Materials,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extending Moore's Law computing with Quantum Monte Carlo,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High-Accuracy Quantum Simulations in Cancer Therapy Using Exascale Computing,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,Qubit Pharmaceuticals,New Delhi,NCT,India,Yes,Non-U.S. For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne AI Training Program,Non-Proprietary,Kove,Chicago,IL,United States,Yes,Small Business
